Soil_Type,Farm_Area_acres,Water_Availability_L_per_week,Irrigation_Type,Fertilizer_Used_kg,Season,Rainfall_mm,Temperature_C,Soil_pH,Crop
Sandy,8.22,476,Sprinkler,27,Summer,348,33,6.2,Pulses
Peaty,4.48,1428,Drip,43,Summer,375,27,7.7,Onion
Clay,4.95,1041,Sprinkler,136,Kharif,927,36,7.4,Rice
Sandy,6.74,350,Sprinkler,183,Summer,1041,26,8.2,Pulses
Sandy,1.26,599,Flood,190,Summer,252,34,6.9,Pulses
Clay,9.66,1389,Sprinkler,77,Summer,688,22,8.3,Rice
Peaty,5.3,260,Flood,102,Kharif,1074,25,7.0,Maize
Loamy,0.75,1307,Rainfed,128,Summer,1115,35,6.3,Onion
Clay,5.63,1370,Flood,152,Summer,363,24,5.9,Rice
Sandy,9.91,577,Rainfed,153,Kharif,189,23,6.3,Pulses
Peaty,1.7,415,Drip,101,Kharif,727,23,7.3,Rice
Clay,3.68,217,Sprinkler,96,Rabi,785,39,7.4,Sugarcane
Peaty,3.1,733,Drip,124,Rabi,1114,39,6.9,Onion
Sandy,0.92,1423,Flood,98,Rabi,455,25,7.9,Sugarcane
Sandy,8.09,1074,Flood,75,Rabi,770,38,7.9,Tomato
Silty,9.59,1311,Drip,169,Kharif,476,19,6.0,Maize
Loamy,8.66,547,Rainfed,186,Rabi,804,20,6.6,Wheat
Peaty,8.53,903,Rainfed,142,Kharif,452,24,6.2,Maize
Sandy,1.31,1249,Rainfed,145,Rabi,1193,39,5.8,Wheat
Clay,8.83,510,Rainfed,66,Kharif,105,35,6.2,Rice
Sandy,0.59,1282,Drip,101,Summer,760,35,7.5,Onion
Peaty,9.17,590,Drip,140,Rabi,1014,28,7.8,Wheat
Silty,8.3,200,Rainfed,122,Rabi,665,27,5.5,Sugarcane
Silty,6.38,819,Flood,113,Summer,455,26,7.4,Onion
Clay,4.46,1320,Rainfed,186,Summer,928,29,7.0,Rice
Loamy,7.6,386,Rainfed,40,Rabi,490,29,5.6,Wheat
Peaty,7.92,936,Sprinkler,171,Rabi,264,24,8.1,Maize
Peaty,3.35,293,Drip,49,Kharif,978,26,7.3,Maize
Silty,8.93,684,Sprinkler,138,Rabi,417,37,6.2,Cotton
Loamy,9.5,1416,Flood,81,Summer,850,37,7.5,Tomato
Clay,7.79,1334,Drip,29,Rabi,957,27,8.0,Rice
Sandy,9.94,548,Rainfed,199,Kharif,714,22,6.8,Pulses
Sandy,3.65,1294,Sprinkler,164,Rabi,629,26,8.4,Onion
Silty,3.8,1080,Drip,195,Kharif,1060,35,6.9,Maize
Peaty,6.02,376,Rainfed,87,Kharif,764,29,8.3,Cotton
Sandy,1.99,648,Rainfed,155,Rabi,184,22,6.3,Sugarcane
Silty,0.61,814,Rainfed,66,Kharif,321,34,7.4,Rice
Loamy,9.86,829,Drip,142,Kharif,275,40,7.3,Cotton
Sandy,9.56,241,Sprinkler,67,Summer,957,33,8.3,Pulses
Peaty,5.14,419,Rainfed,55,Summer,201,27,6.1,Tomato
Clay,3.1,1372,Flood,141,Summer,801,29,8.1,Rice
Silty,0.71,288,Drip,164,Kharif,1157,40,7.4,Maize
Silty,9.56,496,Flood,48,Kharif,490,28,8.1,Maize
Loamy,6.25,1195,Rainfed,37,Rabi,827,27,5.6,Wheat
Clay,0.57,1496,Drip,120,Summer,386,31,6.0,Rice
Peaty,7.0,348,Flood,151,Kharif,424,35,6.6,Maize
Loamy,4.31,1117,Sprinkler,174,Summer,610,27,6.4,Tomato
Peaty,7.67,532,Drip,61,Kharif,245,21,8.3,Maize
Sandy,7.5,849,Rainfed,179,Summer,438,33,8.3,Tomato
Clay,1.97,508,Rainfed,43,Summer,787,26,5.7,Onion
Peaty,7.52,521,Drip,57,Kharif,386,20,6.4,Cotton
Sandy,4.11,1186,Sprinkler,62,Kharif,190,28,7.8,Rice
Clay,9.58,1476,Sprinkler,140,Summer,1039,38,7.3,Rice
Sandy,7.58,415,Drip,185,Kharif,972,29,6.1,Pulses
Silty,1.76,1135,Sprinkler,74,Kharif,672,34,7.8,Cotton
Sandy,1.33,826,Flood,65,Kharif,427,28,7.5,Cotton
Sandy,4.44,713,Flood,120,Kharif,827,35,7.9,Cotton
Loamy,5.84,1227,Flood,54,Kharif,761,30,7.1,Maize
Clay,5.85,750,Flood,106,Rabi,704,31,6.3,Cotton
Silty,9.95,1323,Drip,189,Kharif,303,29,6.6,Cotton
Peaty,2.46,459,Sprinkler,58,Summer,111,32,6.6,Tomato
Loamy,9.97,1428,Sprinkler,172,Rabi,708,35,7.2,Wheat
Loamy,5.05,519,Rainfed,37,Kharif,932,23,7.2,Cotton
Loamy,1.73,594,Rainfed,159,Kharif,1003,19,7.8,Maize
Clay,6.96,302,Rainfed,171,Summer,704,21,5.9,Tomato
Sandy,9.97,966,Flood,96,Kharif,485,39,6.3,Maize
Silty,9.69,428,Drip,133,Rabi,223,18,7.8,Tomato
Peaty,5.97,1467,Sprinkler,63,Kharif,322,31,5.7,Rice
Clay,0.85,664,Sprinkler,182,Summer,559,30,8.1,Onion
Sandy,5.52,479,Rainfed,138,Summer,755,35,7.1,Pulses
Sandy,1.25,640,Rainfed,133,Summer,581,34,8.4,Tomato
Sandy,5.82,1229,Flood,186,Rabi,731,35,6.9,Sugarcane
Sandy,7.27,1160,Rainfed,146,Summer,832,37,7.6,Onion
Peaty,5.1,272,Sprinkler,198,Kharif,424,39,6.2,Rice
Sandy,6.56,1391,Drip,158,Kharif,246,35,7.6,Cotton
Sandy,9.85,1244,Sprinkler,139,Rabi,1181,37,6.3,Sugarcane
Sandy,7.15,534,Rainfed,24,Summer,364,22,7.3,Pulses
Clay,8.1,1355,Rainfed,70,Rabi,740,34,7.8,Rice
Silty,6.61,344,Sprinkler,73,Kharif,184,35,5.8,Maize
Peaty,4.27,260,Sprinkler,172,Kharif,430,33,8.1,Rice
Peaty,7.85,1413,Drip,182,Rabi,872,21,7.0,Tomato
Clay,4.78,629,Flood,40,Kharif,331,18,6.2,Cotton
Loamy,2.47,1132,Flood,75,Rabi,118,30,8.4,Wheat
Peaty,1.44,686,Drip,96,Kharif,400,28,6.7,Cotton
Silty,4.58,1400,Sprinkler,176,Kharif,269,18,6.3,Maize
Peaty,2.81,431,Rainfed,124,Rabi,309,37,6.0,Maize
Clay,9.03,807,Drip,163,Kharif,153,32,7.1,Rice
Loamy,1.06,583,Drip,108,Rabi,103,29,6.2,Wheat
Loamy,9.47,1078,Drip,90,Summer,1134,30,6.6,Onion
Sandy,5.2,661,Sprinkler,74,Summer,324,26,5.8,Onion
Peaty,7.13,1232,Rainfed,179,Summer,1120,36,8.2,Tomato
Silty,4.43,682,Rainfed,66,Kharif,687,35,6.1,Cotton
Silty,7.69,794,Sprinkler,173,Summer,578,22,7.3,Tomato
Sandy,3.64,1079,Drip,147,Kharif,635,38,8.2,Maize
Silty,6.02,973,Flood,38,Rabi,877,31,7.7,Onion
Loamy,6.03,1073,Drip,111,Rabi,309,34,8.2,Wheat
Sandy,1.65,388,Rainfed,142,Kharif,606,18,7.2,Pulses
Silty,1.26,751,Rainfed,40,Summer,578,20,6.7,Tomato
Silty,8.04,910,Flood,59,Kharif,509,38,5.8,Rice
Clay,0.52,462,Flood,30,Summer,1119,23,8.4,Tomato
Sandy,6.29,1025,Drip,105,Kharif,401,25,7.1,Rice
Silty,3.51,324,Rainfed,55,Rabi,570,30,7.3,Wheat
Sandy,2.21,1117,Flood,61,Rabi,645,22,6.7,Cotton
Peaty,9.39,738,Sprinkler,123,Kharif,256,28,7.7,Rice
Clay,6.99,591,Sprinkler,24,Kharif,566,35,6.9,Rice
Clay,1.06,1489,Drip,88,Kharif,262,22,6.6,Rice
Loamy,7.25,374,Rainfed,114,Rabi,800,21,7.9,Wheat
Loamy,2.21,343,Flood,93,Kharif,112,20,6.3,Cotton
Sandy,5.69,528,Sprinkler,37,Rabi,1160,35,7.2,Pulses
Peaty,0.63,1463,Rainfed,97,Kharif,685,31,7.6,Cotton
Clay,3.26,897,Sprinkler,106,Rabi,408,24,6.0,Rice
Clay,2.59,378,Flood,66,Summer,430,20,8.1,Onion
Sandy,7.29,1349,Rainfed,30,Kharif,747,35,8.4,Rice
Silty,8.9,1248,Flood,150,Summer,1119,29,6.7,Onion
Peaty,3.44,1331,Rainfed,156,Summer,1068,31,7.4,Tomato
Silty,7.4,1171,Sprinkler,130,Kharif,532,27,8.2,Maize
Loamy,9.15,1149,Sprinkler,107,Kharif,1022,26,6.0,Rice
Sandy,2.17,1405,Sprinkler,150,Rabi,1026,35,8.3,Pulses
Clay,2.51,1494,Sprinkler,95,Summer,941,39,8.0,Rice
Peaty,1.89,506,Drip,116,Rabi,684,28,7.2,Sugarcane
Loamy,3.75,1084,Sprinkler,182,Summer,374,33,7.4,Onion
Clay,5.24,863,Flood,62,Summer,1116,33,5.6,Tomato
Silty,9.07,818,Sprinkler,173,Kharif,965,26,7.2,Cotton
Loamy,2.94,1230,Drip,141,Summer,125,33,6.9,Onion
Peaty,5.15,662,Flood,97,Rabi,933,29,6.0,Pulses
Peaty,2.33,873,Drip,21,Summer,775,20,6.1,Onion
Clay,2.13,641,Sprinkler,76,Rabi,754,26,7.3,Tomato
Clay,2.51,1440,Flood,141,Summer,1186,33,6.0,Rice
Sandy,4.57,555,Drip,34,Rabi,562,38,7.8,Pulses
Sandy,7.4,577,Drip,79,Summer,813,25,6.4,Pulses
Clay,4.66,375,Flood,82,Summer,278,37,7.4,Onion
Silty,4.17,692,Sprinkler,141,Summer,419,27,6.3,Tomato
Sandy,9.24,772,Flood,28,Rabi,386,28,6.2,Rice
Sandy,6.8,1324,Drip,20,Kharif,466,30,6.6,Maize
Silty,4.54,566,Flood,74,Summer,842,26,6.4,Tomato
Peaty,9.9,886,Sprinkler,122,Summer,922,36,6.9,Tomato
Clay,2.19,975,Sprinkler,21,Rabi,764,28,8.0,Rice
Silty,9.05,484,Flood,149,Rabi,325,32,7.9,Rice
Loamy,6.94,1287,Flood,131,Rabi,941,37,8.5,Wheat
Silty,1.26,631,Drip,102,Kharif,867,24,7.3,Rice
Sandy,4.2,1116,Flood,194,Summer,874,24,6.1,Onion
Clay,7.76,1029,Sprinkler,50,Kharif,980,18,7.6,Rice
Clay,6.89,715,Sprinkler,110,Kharif,275,28,6.7,Rice
Loamy,2.67,362,Rainfed,140,Rabi,674,22,5.9,Wheat
Peaty,5.05,207,Rainfed,83,Summer,1005,27,7.6,Tomato
Peaty,4.35,1215,Sprinkler,149,Kharif,888,27,7.6,Maize
Peaty,2.91,1296,Drip,40,Summer,909,31,7.3,Tomato
Loamy,9.65,780,Rainfed,163,Rabi,515,32,7.0,Wheat
Loamy,4.41,1210,Flood,78,Rabi,1000,37,7.4,Wheat
Sandy,8.65,501,Sprinkler,150,Summer,725,36,7.3,Pulses
Sandy,1.87,1490,Rainfed,154,Kharif,1058,18,7.1,Cotton
Peaty,1.12,394,Drip,168,Summer,1135,33,7.2,Tomato
Loamy,5.54,217,Sprinkler,92,Rabi,331,22,7.3,Wheat
Loamy,9.58,1251,Flood,129,Rabi,189,33,7.4,Wheat
Peaty,6.69,948,Flood,111,Rabi,215,31,8.3,Onion
Loamy,4.41,479,Rainfed,112,Summer,476,35,5.9,Onion
Silty,5.99,1222,Flood,130,Rabi,780,35,5.9,Maize
Clay,8.42,791,Sprinkler,57,Kharif,1047,30,7.4,Rice
Silty,7.4,1023,Rainfed,52,Rabi,997,31,6.5,Sugarcane
Silty,8.79,1326,Rainfed,88,Kharif,1153,26,7.9,Maize
Clay,5.65,777,Flood,134,Kharif,1199,32,7.3,Maize
Silty,3.14,1119,Flood,200,Kharif,512,33,7.4,Maize
Clay,3.03,1489,Drip,117,Kharif,835,39,7.0,Rice
Silty,2.39,1467,Flood,129,Rabi,725,28,6.9,Pulses
Silty,5.82,1037,Flood,169,Kharif,563,26,6.3,Cotton
Clay,1.56,1388,Sprinkler,97,Kharif,1096,26,8.0,Rice
Silty,6.45,429,Rainfed,39,Kharif,309,37,8.2,Cotton
Sandy,7.41,1391,Rainfed,78,Kharif,166,23,6.3,Rice
Loamy,8.76,1069,Drip,191,Rabi,948,18,6.3,Wheat
Peaty,1.25,303,Drip,92,Summer,1049,30,6.7,Onion
Peaty,5.39,1395,Flood,191,Summer,1176,23,8.0,Tomato
Loamy,6.48,253,Sprinkler,69,Rabi,584,35,6.8,Wheat
Silty,1.01,1360,Sprinkler,52,Summer,445,33,7.7,Tomato
Peaty,4.56,764,Sprinkler,39,Summer,363,39,8.0,Onion
Silty,2.13,1391,Sprinkler,102,Summer,679,37,8.1,Tomato
Peaty,3.68,1085,Rainfed,149,Summer,883,27,6.0,Onion
Sandy,4.06,1036,Rainfed,115,Kharif,673,39,6.7,Rice
Clay,6.49,1162,Flood,192,Summer,915,37,8.3,Rice
Peaty,2.57,1178,Flood,69,Summer,882,22,7.9,Tomato
Loamy,9.83,332,Flood,108,Summer,315,37,7.7,Tomato
Loamy,3.82,803,Flood,191,Summer,566,23,6.6,Onion
Peaty,6.08,519,Sprinkler,113,Summer,806,20,5.9,Onion
Silty,3.45,885,Flood,45,Rabi,375,38,8.3,Tomato
Loamy,4.06,777,Drip,21,Kharif,1040,19,8.5,Rice
Clay,9.66,565,Drip,128,Rabi,207,27,6.6,Sugarcane
Silty,5.31,1273,Sprinkler,171,Rabi,646,28,6.7,Rice
Sandy,9.65,228,Flood,52,Rabi,551,38,6.7,Pulses
Silty,3.5,459,Flood,61,Kharif,813,36,7.3,Cotton
Loamy,1.91,1045,Flood,82,Rabi,856,27,8.5,Wheat
Loamy,3.84,1321,Drip,145,Rabi,267,29,7.3,Wheat
Clay,6.06,1013,Drip,69,Summer,160,34,6.9,Rice
Silty,2.86,568,Sprinkler,104,Kharif,263,38,6.0,Cotton
Sandy,4.58,478,Flood,98,Summer,352,29,7.3,Pulses
Silty,4.7,501,Drip,38,Rabi,383,21,7.2,Cotton
Peaty,2.61,1171,Rainfed,33,Rabi,1024,39,6.7,Tomato
Peaty,1.16,469,Rainfed,113,Rabi,850,18,8.1,Cotton
Clay,5.52,635,Drip,22,Rabi,532,23,6.7,Rice
Clay,3.17,910,Sprinkler,82,Summer,370,31,7.2,Rice
Peaty,3.7,515,Drip,21,Rabi,726,38,5.8,Cotton
Clay,6.38,446,Flood,154,Kharif,1147,37,7.0,Cotton
Clay,0.59,848,Flood,60,Summer,406,35,7.8,Tomato
Silty,1.03,947,Drip,96,Summer,613,30,8.2,Tomato
Sandy,4.79,1158,Flood,105,Kharif,1137,38,6.4,Cotton
Sandy,0.53,1430,Flood,51,Rabi,848,29,6.8,Onion
Sandy,5.34,1061,Flood,198,Rabi,626,21,6.1,Pulses
Peaty,0.84,1103,Drip,104,Rabi,580,35,7.8,Cotton
Loamy,2.41,602,Rainfed,139,Rabi,397,25,6.5,Wheat
Silty,0.54,1445,Drip,67,Kharif,1200,38,7.3,Rice
Clay,2.76,697,Flood,126,Rabi,784,32,5.8,Rice
Peaty,5.51,623,Sprinkler,134,Summer,1060,22,7.2,Tomato
Sandy,2.64,1307,Drip,130,Kharif,577,35,6.2,Rice
Sandy,1.52,769,Rainfed,145,Kharif,156,31,6.9,Maize
Sandy,9.49,204,Flood,123,Rabi,787,24,6.3,Pulses
Loamy,3.09,671,Drip,89,Summer,162,26,6.1,Onion
Sandy,7.13,669,Drip,28,Kharif,646,35,8.3,Cotton
Loamy,2.61,1081,Sprinkler,97,Kharif,867,33,8.0,Cotton
Peaty,3.44,1045,Flood,51,Summer,374,34,6.4,Onion
Peaty,8.89,1101,Sprinkler,92,Rabi,149,21,5.9,Cotton
Peaty,1.4,622,Sprinkler,174,Summer,805,26,7.8,Onion
Peaty,3.01,1428,Drip,88,Summer,199,35,8.3,Onion
Sandy,0.57,268,Drip,140,Summer,891,27,6.5,Pulses
Silty,3.62,472,Sprinkler,104,Kharif,827,23,8.5,Cotton
Silty,9.36,1205,Rainfed,140,Kharif,872,32,6.3,Rice
Silty,9.75,1393,Rainfed,175,Summer,307,40,6.1,Onion
Clay,2.37,1275,Drip,132,Rabi,514,28,6.8,Rice
Silty,7.71,845,Flood,181,Kharif,379,27,6.7,Maize
Sandy,9.01,352,Drip,139,Kharif,479,27,8.1,Pulses
Sandy,7.89,1343,Drip,112,Summer,241,22,8.1,Onion
Loamy,1.15,892,Drip,111,Summer,329,26,7.9,Tomato
Loamy,9.77,1197,Rainfed,144,Kharif,177,29,6.6,Cotton
Sandy,0.74,295,Sprinkler,190,Rabi,129,29,6.1,Pulses
Clay,8.0,553,Sprinkler,80,Summer,220,23,6.4,Tomato
Sandy,8.8,827,Sprinkler,46,Kharif,242,19,6.3,Maize
Peaty,8.98,1488,Rainfed,62,Summer,260,38,6.7,Onion
Sandy,7.22,863,Rainfed,103,Summer,457,34,6.1,Tomato
Silty,0.87,818,Sprinkler,185,Rabi,636,32,8.5,Sugarcane
Peaty,1.1,1496,Flood,147,Kharif,1022,18,7.7,Maize
Loamy,9.83,1180,Flood,144,Kharif,553,36,5.9,Cotton
Loamy,5.89,829,Drip,199,Kharif,773,22,6.5,Maize
Sandy,2.22,1409,Drip,114,Kharif,1038,35,5.6,Maize
Sandy,2.13,468,Drip,20,Summer,923,20,6.5,Pulses
Clay,1.97,729,Drip,74,Summer,1079,23,7.1,Tomato
Silty,2.68,1320,Sprinkler,191,Kharif,938,30,5.8,Cotton
Clay,5.42,1438,Flood,74,Summer,1129,18,6.5,Rice
Silty,6.19,313,Drip,54,Kharif,905,23,6.9,Rice
Loamy,9.3,941,Flood,89,Kharif,855,28,6.5,Maize
Silty,5.54,1408,Sprinkler,56,Kharif,580,28,7.5,Cotton
Peaty,9.75,1224,Sprinkler,87,Summer,452,18,7.7,Tomato
Sandy,1.52,800,Drip,156,Summer,523,32,6.1,Tomato
Loamy,9.18,1440,Sprinkler,52,Summer,611,20,8.0,Tomato
Peaty,1.21,311,Flood,121,Rabi,598,32,6.3,Rice
Loamy,3.45,1278,Sprinkler,92,Kharif,955,36,6.5,Maize
Sandy,6.06,393,Sprinkler,69,Kharif,489,25,7.4,Pulses
Silty,2.21,961,Flood,61,Kharif,1104,26,5.9,Cotton
Sandy,7.33,906,Flood,106,Rabi,627,28,5.6,Onion
Clay,7.73,594,Flood,61,Rabi,1180,39,6.9,Rice
Sandy,9.12,958,Sprinkler,170,Rabi,1174,27,7.0,Rice
Peaty,4.66,806,Sprinkler,119,Kharif,355,34,6.5,Cotton
Clay,2.91,328,Drip,195,Summer,835,36,5.8,Onion
Silty,5.72,201,Flood,54,Summer,630,26,7.0,Onion
Loamy,5.15,1009,Flood,177,Rabi,304,37,5.5,Wheat
Clay,4.95,269,Sprinkler,25,Summer,306,18,7.9,Tomato
Clay,6.29,500,Drip,135,Kharif,466,20,5.7,Maize
Loamy,8.15,243,Drip,56,Kharif,479,18,8.0,Rice
Clay,7.79,727,Rainfed,99,Rabi,1009,18,5.9,Maize
Sandy,6.07,1149,Sprinkler,88,Summer,362,25,5.8,Onion
Sandy,8.46,557,Drip,150,Kharif,214,40,7.7,Pulses
Loamy,9.95,813,Drip,165,Summer,1191,30,6.6,Onion
Loamy,2.86,1300,Drip,108,Kharif,179,35,7.3,Rice
Loamy,5.5,283,Flood,54,Summer,244,38,6.7,Tomato
Silty,8.25,317,Sprinkler,157,Rabi,443,18,5.8,Rice
Peaty,8.78,1350,Flood,175,Rabi,1083,24,7.4,Maize
Silty,3.73,890,Flood,87,Summer,676,36,7.4,Onion
Sandy,3.46,1363,Sprinkler,152,Summer,160,35,7.3,Tomato
Silty,9.41,978,Sprinkler,103,Rabi,1092,18,6.5,Sugarcane
Clay,7.67,1302,Rainfed,62,Kharif,1012,26,7.7,Rice
Loamy,2.86,1146,Sprinkler,28,Summer,1062,28,6.1,Onion
Silty,3.21,1178,Drip,24,Summer,1118,25,5.7,Onion
Loamy,1.32,1424,Drip,30,Kharif,1075,26,7.5,Cotton
Clay,2.73,897,Sprinkler,193,Rabi,438,29,6.1,Sugarcane
Loamy,6.08,655,Flood,154,Rabi,946,39,5.8,Wheat
Clay,3.36,629,Rainfed,61,Kharif,1198,31,5.8,Maize
Sandy,8.25,307,Drip,195,Rabi,856,23,6.5,Pulses
Peaty,0.76,1183,Sprinkler,31,Kharif,708,22,5.7,Cotton
Loamy,6.69,468,Drip,147,Kharif,121,28,6.8,Maize
Silty,7.66,572,Drip,160,Summer,841,23,7.7,Tomato
Peaty,2.59,1247,Sprinkler,79,Kharif,1059,39,5.9,Cotton
Sandy,3.9,975,Sprinkler,30,Kharif,199,37,6.0,Maize
Clay,5.53,1459,Rainfed,73,Rabi,1035,18,7.0,Rice
Loamy,3.03,1268,Drip,182,Rabi,518,39,8.3,Wheat
Peaty,5.73,697,Sprinkler,161,Rabi,237,28,5.7,Sugarcane
Sandy,1.11,1176,Drip,97,Kharif,965,40,8.5,Maize
Loamy,6.1,511,Rainfed,81,Rabi,991,30,5.6,Wheat
Loamy,1.17,350,Rainfed,125,Summer,578,40,6.4,Tomato
Sandy,9.53,1150,Sprinkler,66,Rabi,1017,38,6.4,Pulses
Peaty,8.04,1490,Flood,56,Kharif,607,39,6.2,Maize
Sandy,8.58,1477,Rainfed,136,Summer,1127,30,8.0,Onion
Loamy,1.7,1382,Flood,159,Kharif,461,29,5.7,Cotton
Peaty,2.21,419,Flood,126,Kharif,1086,34,6.4,Maize
Clay,2.09,693,Rainfed,168,Kharif,899,35,8.2,Maize
Silty,9.03,1274,Flood,181,Summer,359,23,8.2,Tomato
Peaty,3.84,1449,Rainfed,130,Rabi,1144,37,5.5,Onion
Clay,5.56,820,Rainfed,131,Kharif,287,35,6.4,Cotton
Sandy,3.55,368,Flood,46,Kharif,1155,21,6.7,Pulses
Sandy,2.46,445,Drip,102,Kharif,419,27,6.9,Pulses
Silty,7.7,277,Sprinkler,49,Summer,914,21,7.1,Onion
Loamy,3.09,506,Flood,74,Rabi,465,19,7.5,Wheat
Sandy,0.77,1180,Flood,77,Summer,556,29,5.8,Onion
Silty,5.4,922,Flood,102,Summer,1005,26,8.3,Onion
Clay,7.5,723,Sprinkler,44,Rabi,1087,29,5.8,Rice
Loamy,9.03,1026,Sprinkler,128,Summer,935,30,6.5,Tomato
Peaty,4.65,1044,Sprinkler,87,Kharif,170,20,6.7,Maize
Clay,2.96,588,Rainfed,153,Summer,360,35,7.5,Tomato
Clay,1.86,1122,Flood,46,Summer,1118,21,6.5,Rice
Sandy,4.24,240,Drip,158,Summer,872,37,7.9,Pulses
Peaty,0.66,448,Sprinkler,34,Summer,440,24,6.4,Onion
Peaty,1.49,433,Sprinkler,178,Summer,1032,27,7.4,Tomato
Sandy,3.02,1116,Flood,144,Rabi,447,31,7.9,Cotton
Peaty,9.62,762,Rainfed,26,Summer,974,23,6.1,Tomato
Silty,6.77,1491,Drip,42,Rabi,208,39,7.5,Cotton
Peaty,3.72,572,Sprinkler,172,Kharif,230,37,7.3,Maize
Sandy,7.16,1279,Rainfed,88,Kharif,922,40,5.7,Rice
Peaty,8.02,313,Rainfed,163,Rabi,210,29,5.7,Rice
Peaty,4.02,702,Flood,149,Rabi,739,27,6.8,Maize
Silty,3.77,1199,Rainfed,90,Summer,103,18,7.9,Onion
Clay,8.95,644,Flood,125,Rabi,240,21,7.4,Rice
Loamy,8.14,361,Flood,133,Summer,932,28,6.7,Onion
Silty,2.65,513,Rainfed,76,Rabi,938,33,5.7,Wheat
Peaty,4.52,1012,Drip,168,Rabi,970,18,6.7,Wheat
Sandy,8.18,861,Sprinkler,105,Kharif,365,36,7.9,Maize
Silty,5.46,1169,Sprinkler,56,Summer,1001,32,5.7,Onion
Clay,2.14,966,Flood,160,Kharif,114,31,7.4,Rice
Peaty,1.39,725,Drip,44,Kharif,936,26,6.5,Maize
Sandy,4.03,366,Rainfed,146,Kharif,103,29,8.3,Pulses
Sandy,3.69,212,Sprinkler,182,Summer,1152,35,6.0,Pulses
Silty,1.8,815,Flood,197,Summer,203,26,7.3,Onion
Silty,5.99,426,Rainfed,158,Summer,514,30,7.7,Onion
Sandy,6.35,1195,Rainfed,50,Rabi,470,39,6.0,Maize
Silty,3.86,235,Sprinkler,89,Rabi,780,23,7.3,Rice
Peaty,3.62,228,Flood,95,Rabi,1172,20,6.5,Cotton
Silty,7.28,690,Rainfed,84,Kharif,897,40,7.4,Rice
Loamy,2.85,1253,Rainfed,192,Kharif,162,26,7.2,Rice
Sandy,2.42,407,Flood,46,Rabi,1101,24,6.0,Pulses
Peaty,2.45,274,Rainfed,195,Rabi,936,23,6.0,Rice
Clay,4.26,1120,Drip,191,Summer,721,26,6.8,Rice
Sandy,5.65,672,Drip,34,Rabi,925,30,7.6,Onion
Loamy,3.46,1338,Rainfed,159,Summer,997,32,5.8,Tomato
Silty,5.11,616,Rainfed,135,Summer,957,32,7.5,Tomato
Sandy,2.38,1244,Drip,113,Rabi,884,24,7.5,Onion
Clay,7.22,744,Flood,147,Rabi,610,22,6.8,Wheat
Loamy,1.99,1407,Rainfed,85,Kharif,896,26,7.8,Maize
Silty,1.99,803,Sprinkler,194,Kharif,822,39,8.1,Cotton
Peaty,8.71,1309,Rainfed,62,Rabi,779,36,7.5,Tomato
Loamy,4.73,795,Flood,142,Rabi,231,32,7.9,Wheat
Silty,5.19,1345,Rainfed,120,Rabi,496,30,5.6,Cotton
Loamy,6.61,1443,Drip,79,Summer,704,31,8.0,Tomato
Clay,5.15,417,Sprinkler,108,Summer,812,18,7.8,Onion
Clay,0.54,1146,Flood,120,Kharif,627,35,6.7,Rice
Clay,2.86,302,Drip,198,Rabi,1141,21,7.6,Maize
Loamy,7.53,1406,Sprinkler,101,Kharif,104,35,5.9,Rice
Silty,0.71,1379,Sprinkler,30,Rabi,1010,40,6.6,Sugarcane
Sandy,3.17,939,Rainfed,153,Rabi,927,33,5.6,Wheat
Loamy,4.83,445,Flood,188,Rabi,402,33,8.0,Wheat
Silty,3.65,740,Sprinkler,21,Rabi,1183,25,6.2,Tomato
Peaty,5.78,1498,Sprinkler,102,Summer,865,39,7.1,Tomato
Loamy,1.85,251,Rainfed,200,Kharif,855,26,6.0,Maize
Peaty,5.3,1464,Drip,116,Kharif,527,22,7.0,Rice
Silty,7.98,613,Flood,102,Summer,785,28,7.8,Tomato
Loamy,0.81,1184,Sprinkler,163,Rabi,467,27,8.5,Wheat
Loamy,1.81,489,Flood,25,Summer,712,31,6.9,Tomato
Sandy,3.5,1134,Flood,113,Summer,627,33,7.5,Onion
Clay,6.07,940,Sprinkler,151,Rabi,641,18,5.7,Rice
Clay,5.36,727,Sprinkler,24,Summer,270,32,6.1,Tomato
Clay,8.14,1477,Rainfed,158,Kharif,958,28,6.2,Rice
Clay,7.22,569,Flood,28,Rabi,319,21,6.8,Tomato
Sandy,7.06,1326,Rainfed,27,Summer,325,36,5.9,Onion
Peaty,7.32,829,Sprinkler,149,Rabi,632,20,8.1,Onion
Sandy,6.18,1071,Sprinkler,131,Rabi,105,21,7.9,Maize
Sandy,9.47,474,Flood,181,Summer,858,30,7.4,Pulses
Clay,1.78,1290,Sprinkler,129,Rabi,681,39,6.2,Rice
Silty,5.71,1496,Flood,89,Kharif,209,37,8.0,Maize
Peaty,5.97,858,Sprinkler,41,Summer,524,29,5.7,Tomato
Sandy,4.92,1261,Flood,79,Rabi,1046,36,8.1,Sugarcane
Peaty,1.8,781,Sprinkler,53,Rabi,995,34,7.4,Cotton
Sandy,9.14,1129,Rainfed,103,Summer,114,21,7.1,Tomato
Peaty,0.89,1000,Sprinkler,160,Kharif,669,18,7.6,Cotton
Silty,1.43,1227,Rainfed,190,Kharif,382,18,5.5,Cotton
Silty,5.74,622,Drip,164,Summer,445,33,7.7,Tomato
Silty,5.96,288,Drip,47,Summer,904,29,7.4,Tomato
